,text,source
11030,"В САО возбуждено уголовное дело по факту мошенничества под предлогом выигрыша в тендере на поставку продукции <br><br> «Сотрудники уголовного розыска ОМВД России по району Аэропорт задержали подозреваемого в хищении крупной суммы денег у фирмы под предлогом выигрыша в тендере на поставку продукции», – сообщила руководитель пресс-службы ГУ МВД России по г. Москве Софья Хотина. <br><br>В дежурную часть полиции поступило заявление от генерального директора одной из фирм по пошиву одежды. По словам заявительницы, начальник группы одной из компаний по продаже спортивных товаров предложил ей за денежное вознаграждение в размере 3 млн рублей помощь в получении тендера, проводимого его организацией. Однако злоумышленник своих обязательств не выполнил, похитив деньги. <br><br>Подробности: https://77.мвд.рФ/news/item/8363918 <br><br>#МВД #Петровка38 #Москва #полиция #новости",mospolice
11031,"За минувшие сутки сотрудники ГИБДД УВД по СВАО выявили 534 нарушения в сфере пассажирских перевозок <br><br>В рамках комплексной оперативно-профилактической операции «Заслон» сотрудники полиции УВД по СВАО ГУ МВД России по г. Москве выявили 534 правонарушения в сфере пассажирских перевозок. <br> <br>В отношении задержанных составлены административные протоколы, в частности, по ст. 12.5 КоАП РФ «Управление транспортным средством при наличии неисправностей», ч. 3.1 ст. 12.5 КоАП РФ «Управление транспортным средством, на котором установлены стекла (в том числе покрытые прозрачными цветными пленками), светопропускание которых не соответствует требованиям технического регламента о безопасности колесных транспортных средств».<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #свао",mospolice
11032,В столичном метро оперативники пресекли деятельность группы карманных воров <br><br>#МВД #Петровка38 #Москва #полиция #новости #метро<br><br>https://youtu.be/J-4EQ4aY1nU,mospolice
11033,"В ЮВАО задержан подозреваемый в хищении автозапчастей с дорогих иномарок <br><br>В рамках операции «Заслон» сотрудники уголовного розыска ОМВД России по району Рязанский задержали подозреваемого в хищении автозапчастей и обнаружили склад, где хранилось украденное. <br> <br>В полицию поступило заявление о пропаже двух передних фар с автомобиля марки «Порше Койен», припаркованного на 1-ой Новокузьминской улице. <br> <br>В ходе оперативно-разыскных мероприятий стражи порядка при попытке сбыта фар задержали подозреваемого, 39-летнего безработного уроженца Прибалтики. <br> <br>Полицейские установили, что задержанный арендовал склад в Остаповском проезде для хранения похищенного. В ходе обыска обнаружены и изъяты детали для автомобилей «БМВ» и «Порше», 10 пар оптики для различных автомашин, а также кузов от иномарки, колеса и другие автозапчасти. <br> <br>Подробности: https://77.мвд.рф/news/window/8359978/<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #рязанский #ювао #автозапчасти",mospolice
11034,"Полицейские Восточного округа Москвы провели рейды по выявлению нелегальных пассажирских перевозок <br><br>С 20 по 23 августа в рамках оперативно-профилактической операции «Заслон» сотрудники полиции УВД по ВАО провели рейды, направленные на выявление нелегальных таксистов. <br> <br>В районе Перово сотрудники ОЭБиПК УВД по ВАО установили факт нарушения перевозки пассажира. Водитель автомобиля «Митсубиси» договорился за 300 рублей довезти мужчину с Первомайской улицы до 2-й Владимирской. Однако, при получении денежных средств «таксист» был задержан, так как специальной лицензии у него не было. <br> <br>В районе Преображенское инспекторы ГИБДД УВД по ВАО остановили автомобиль марки «Шкода», под управлением гражданина Средней Азии. Водитель сразу же признался стражам порядка, что специально некоторое время назад купил подержанную автомашину, перекрасил ее в желтый цвет для повышения доверия граждан и занялся нелегальным перевозом пассажиров. <br> <br>За время проведения мероприятия полицейские задержали 12 нелегальных водителей. Все они уроженцы стран Средней Азии в возрасте от 23 до 44 лет. По данным фактам составлены протоколы об административном правонарушении, предусмотренном ч. 2 ст. 14.1 КоАП РФ «Осуществление предпринимательской деятельности без государственной регистрации или без специального разрешения (лицензии)».<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #вао",mospolice
11035,"Столичные полицейские пресекли деятельность группы руководителей ЧОПов, подозреваемых в мошенничестве <br><br>«Следствием столичной полиции совместно с оперативниками ОЭБиПК УВД по ЮЗАО ГУ МВД России по г. Москве пресечена противоправная деятельность группы, состоящей из руководителей частных охранных предприятий», – сообщила руководитель пресс-службы ГУ МВД России по г. Москве Софья Хотина. <br> <br>В ходе следствия установлено, что четверо руководителей охранных организаций, объединившись в группу, внесли заведомо ложные сведения в графики дежурств и табели-ведомости о выходе сотрудников на работу. <br> <br>Общий доход, извлеченный фигурантами в результате противоправной деятельности, превысил 2,8 млн рублей. <br> <br>Подробности: https://77.мвд.рф/news/window/8360040/<br><br>#МВД #Петровка38 #Москва #полиция #новости",mospolice
11036,"На юго-востоке столицы полицейские провели проверку в торговом комплексе <br><br>В рамках проведения оперативно-профилактической операции «Заслон» сотрудники ОЭБиПК УВД по ЮВАО ГУ МВД России по г. Москве провели проверку одного из торговых комплексов. <br> <br>В результате проведенной проверки полицейские выявили строение, в котором администрация торгового центра организовала проживание иностранных граждан, работающих на территории торгового центра. В ОМВД России по району Люблино были доставлены 260 иностранных граждан, 22 из которых, как выяснилось, находились на территории РФ незаконно и не имели права осуществления трудовой деятельности в г. Москве. <br> <br>В отношении данных граждан были составлены протоколы об административном правонарушении по ч. 3 ст. 18.8 КоАП РФ «Нарушение иностранным гражданином или лицом без гражданства правил въезда в Российскую Федерацию либо режима пребывания (проживания) в Российской Федерации». Люблинским районным судом г. Москвы принято решение о наложении на них административного взыскания в виде штрафа и принудительного выдворения за пределы Российской Федерации.<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #ювао",mospolice
11037,"Вышел в свет новый номер газеты «Петровка,38» от 23 августа 2016 года. <br> <br>#МВД #Петровка38 #Москва #полиция #новости #сми #газета",mospolice
11038,"Анатолий Якунин наградил москвичку, сообщившую полицейским информацию о нелегальном игровом клубе <br> <br>За активную гражданскую позицию, своевременное информирование органов внутренних дел и оказание содействия Главному управлению МВД России по городу Москве в борьбе с преступностью приказом начальника ГУ МВД России по г. Москве ценным подарком награждена Марина Лавриненко. Она сообщила полиции о нелегальном игорном заведении, расположенном в жилом доме. <br><br>Благодаря этой информации, в рамках операции «Заслон» сотрудники УВД по САО выявили игровой клуб, обнаружили и изъяли 29 игровых автоматов, а также установили свидетелей и виновных лиц, которые полностью изобличены в содеянном и доставлены в Отдел МВД России по району Сокол. <br> <br>«Уверена, взаимодействие общества с органами внутренних дел значительно повысит уровень безопасности в столице. Считаю, это гражданским долгом каждого законопослушного жителя Москвы», - подчеркнула Марина Лавриненко. <br><br>«Спасибо вам! Хотелось бы в вашем лице обратиться к москвичам, чтобы они понимали, что сообщая информацию, представляющую оперативный интерес, они, в первую очередь, повышают безопасность свою, своих детей, родных и близких», - сказал Анатолий Якунин. <br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #общество<br><br>https://youtu.be/aUBwjDghgOw",mospolice
11039,За время операции «Заслон – 2016» в Москве снизился уровень преступности в общественных местах и на улицах города <br> <br>#МВД #Петровка38 #Москва #полиция #новости #заслон #безопасность<br><br>https://youtu.be/Osw6mX6HMqg,mospolice
11040,"Тонировка или штраф <br><br>С начала оперативно-профилактической операции «Заслон» сотрудники Госавтоинспекции составили 2325 административных материалов. <br> <br>Инспекторы ДПС ГИБДД принимают меры по пресечению нарушений, связанных с управлением транспортными средствами, на которых установлены стекла (в том числе покрытые прозрачными цветными пленками), светопропускание которых не соответствует требованиям технического регламента о безопасности колесных транспортных средств. Только за сутки выявлено 83 автомобиля с превышением норм тонировки. В отношении водителей составлены административные материалы по части 3.1 статьи 12.5 КоАП РФ. <br> <br>Затемненные стекла или покрытия, светопропускаемость которых не соответствует требованиям технического регламента о безопасности транспортных средств, негативно влияют на безопасность на дороге. Обзор для водителя ухудшается. Практика показывает, что нередко именно из-за чрезмерно тонированных стекол возникают аварийные ситуации. Особенно высок риск в ночное время, где отсутствие достаточного освещения может привести к ДТП не только в транспортном потоке, но и во дворах. <br> <br>ГИБДД обращается ко всем участникам дорожного движения и призывает привести свои транспортные средства в соответствие техническому регламенту о безопасности транспортных средств. <br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #тонировка #гибдд",mospolice
11041,"Обвиняемые в мошенничестве предстанут перед судом <br><br>«ГСУ ГУ МВД России по г. Москве направлено в суд уголовное дело в отношении 13 участников организованной группы, обвиняемых в мошенничестве на сумму свыше 10 миллионов рублей», – сообщила руководитель пресс-службы ГУ МВД России по г. Москве Софья Хотина. <br> <br>Фигуранты строго придерживались разработанной ими схемы. Участники группы звонили гражданам, в свое время пострадавшим от деятельности финансовых пирамид, и, представляясь сотрудниками «МММ», обещали помочь вернуть ранее утраченные сбережения. Однако фигуранты оговаривали условие: для получения своих вкладов гражданам было необходимо перечислить некоторую сумму денег, которую в дальнейшем получали злоумышленники. Потерпевшими от мошеннических действий фигурантов стали свыше 30 человек. <br> <br><br>Подробности: https://77.мвд.рф/news/item/8356511<br><br>#МВД #Петровка38 #Москва #полиция #новости #гсу",mospolice
11042,"В ходе операции «Заслон» инспекторы ГИБДД изъяли свыше 2 килограммов спайсов <br><br>В ходе оперативно-профилактической операции «Заслон» инспекторы ГИБДД столичной полиции изъяли из незаконного более 2 кг запрещенной курительной смеси. <br> <br>При личном досмотре у 30-летнего жителя Саратова стражи порядка обнаружили и изъяли полиэтиленовый пакет с 2210 граммами порошкообразного вещества белого цвета. Согласно проведенному исследованию, изъятый материал является наркотическим средством – спайс. <br> <br>Для дальнейшего разбирательства мужчина был доставлен в ОМВД по району Выхино-Жулебино г. Москвы. <br> <br>По данному факту возбуждено уголовное дело по признакам преступления, предусмотренного ст. 228 УК РФ «Незаконные приобретение, хранение, перевозка, изготовление, переработка наркотических средств, психотропных веществ или их аналогов».<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #гибдд #наркотики",mospolice
11043,"В экстремальной ситуации все под контролем <br><br>В Центре профессиональной подготовки инструкторов служебной и боевой подготовки ГУ МВД России по г. Москве из полицейских готовят бойцов, способных выполнить самую сложную задачу. <br> <br>Начальник этого центра — подполковник полиции Евгений Тупичкин. Он же — автор уникальной методики рукопашного боя. Его главной задачей является научить столичных полицейских правильно действовать в типовых и экстремальных условиях. <br> <br>Подробности: https://77.мвд.рф/news/item/8249117 <br> <br> <br>#МВД #Петровка38 #Москва #полиция #новости #спорт",mospolice
11044,"Сергей Собянин и Анатолий Якунин открыли центр государственных услуг «Мои документы» района Сокольники <br><br>МФЦ предоставляет стандартный набор услуг и сервисов, доступных во всех городских офисах «Мои документы». Помимо этого, в Центре открылось отделение по вопросам миграции отдела МВД России по району Сокольники, в котором граждане смогут оформить паспорта, написать заявление о выдаче нового паспорта взамен похищенного, получить регистрацию или оформить приглашение иностранному гражданину на территорию России, оформить регистрацию по месту жительства и по месту пребывания и т.д. <br> <br>В настоящее время в столице уже функционируют 118 многофункциональных центров, в которых расположены отделения Управления по вопросам миграции ГУ МВД России по г. Москве, где сотрудники осуществляют не только прием документов на оформление, но и выдают паспорта гражданина РФ, а также заграничные паспорта (старого образца сроком на 5 лет). <br> <br>Анатолий Якунин пообщался с сотрудниками Управления по вопросам миграции, поинтересовался условиями службы и выслушал пожелания по дальнейшей организации работы. <br> <br>Центр государственных услуг «Мои документы» района Сокольники находится на улице Стромынке, дом 2. Здесь функционируют 42 окна, работают 40 сотрудников. Расчётное количество посетителей — около 700 человек в сутки, что достаточно для района с населением 60,7 тысячи человек. <br> <br>Для посетителей оборудованы сектор электронных услуг, детский игровой уголок, установлен кофейный аппарат. Здесь предоставляют фотокопировальные услуги и есть доступ к Wi-Fi. Также созданы условия для маломобильных граждан.<br><br>#МВД #Петровка38 #Москва #полиция #новости #мфц #сокольники",mospolice
11045,"Участковый Коньково задержал акушерку, подозреваемую в мошенничестве <br><br>Сотрудники полиции Юго-Западного округа Москвы задержали акушера медицинского центра, которая предъявила на работе подложный диплом о получении дополнительного образования и обманным способом получала надбавку к зарплате. <br> <br>В июле этого года в дежурную часть ОМВД России по району Коньково обратился главный врач одного из столичных медицинских учреждений, расположенного на улице Миклухо-Маклая, с заявлением о мошенничестве. <br> <br>По словам заявителя, сотрудник центра, предположительно, обманным способом получает надбавки к заработной плате за дополнительное медицинское образование в течение двух с половиной лет. <br> <br>Материальный ущерб превысил 500 тысяч рублей. <br> <br>В ходе оперативных мероприятий в рамках операции «Заслон» участковый уполномоченный ОМВД России по району Коньково задержал подозреваемую в мошенничестве. Ей оказалась 51-летняя москвичка, работающая акушером в данном медицинском центре. <br> <br>Полицейские установили, что женщина приобрела у неустановленных лиц поддельный диплом акушера-гинеколога и принесла его на работу. Злоумышленница утверждала, что действительно закончила с отличием дополнительное обучение и обманным способом получила надбавку за несуществующую у неё медицинскую квалификацию. <br> <br>По данному факту возбуждено уголовное дело по признакам преступления, предусмотренного ст. 159 УК РФ «Мошенничество». В отношении задержанной избрана мера пресечения в виде подписки о невыезде. <br> <br>В настоящее время женщина уволена с работы по отрицательным причинам. <br><br>#МВД #Петровка38 #Москва #полиция #новости #медицина #коньково",mospolice
11046,"Оперативники Черемушек задержали лжеполицейского, предлагавшего за денежное вознаграждение решать любые вопросы (оперативное видео)<br><br> «В рамках комплексной оперативно-профилактической операции «Заслон» в ходе оперативно-разыскных мероприятий сотрудники полиции Юго-Западного округа Москвы задержали лжеполицейского, который за денежное вознаграждение предлагал гражданам решать любые вопросы», - сообщила руководитель пресс-службы ГУ МВД России по г. Москве Софья Хотина. <br><br>С 16 августа в дежурную часть ОМВД России по району Черемушки стали поступать заявления от горожан о мошенничествах. По словам потерпевших, их вводил в заблуждение и обманывал мужчина, который представлялся сотрудником МВД и предлагал решать любые вопросы за деньги. <br> <br>Подробности: https://77.мвд.рф/news/window/8352275/ <br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон",mospolice
11047,"Полицейские спасли женщину, упавшую в Москва-реку <br><br>«Накануне днем сотрудники патрульно-постовой службы полиции ОМВД России по району Дорогомилово, проезжая по набережной Тараса Шевченко, услышали женские крики о помощи, доносящиеся со стороны реки. Ими незамедлительно были приняты меры по спасению утопающей», - сообщила официальный представитель МВД России Ирина Волк. <br> <br>Полицейский-водитель отдельной роты ППСП ОМВД России по району Дорогомилово ГУ МВД Росси по г. Москве старший сержант полиции Николай Переверзев, оценив обстановку, бросился к припаркованной на берегу барже. К ней была прикреплена лодка. Вместе с вахтовым рабочим корабля полицейский в лодке устремились к женщине, которую уносило течением реки. Через несколько минут она была спасена. <br> <br>Как было установлено, москвичка 1959 года рождения стояла на мосту и любовалась течением реки. Неожиданно у нее сильно закружилась голова и, потеряв сознание, женщина упала в воду. Она доставлена в одну из московских городских клинических больниц.<br><br>#МВДРоссии #ИринаВолк #полиция #новости #Петровка38 #Москва #дорогомилово #russianpolice #mvd #russia #moscow #police #news <br><br>https://youtu.be/JxZPVnAJWiM",mospolice
11048,"Полицейские Москвы задержали генерального директора фирмы по подозрению в хищении 50 миллионов рублей <br><br> «Оперативники ОЭБиПК УВД по ВАО столичной полиции задержали 50-летнего генерального директора финансовой компании по подозрению в мошенничестве», - сообщила руководитель пресс-службы ГУ МВД России по г. Москве Софья Хотина. <br><br>Установлено, что руководитель фирмы, расположенной в Семеновском переулке, заключил с рядом физических лиц фиктивные договоры процентного займа, согласно условиям которых клиенты вносили в собственность организации свои денежные средства с правом пополнения займа с установленной процентной ставкой за пользование займом в размере 45-75 %. Таким образом, руководство организации под предлогом заключения заведомо ложных договоров займа получило от введенных в заблуждение физических лиц денежные средства в размере 50 млн рублей, которые были похищены подозреваемым. <br> <br>Подробности: https://77.мвд.рф/news/window/8350092/ <br><br>#МВД #Петровка38 #Москва #полиция #новости",mospolice
11049,Доброе утро! Хорошего дня и успешной рабочей недели! <br> <br>Фото: УВД по ТиНАО ГУ МВД России по г. Москве <br> <br>#МВД #Петровка38 #полиция #понедельник #работа #девушка,mospolice
11050,"Московская полиция будет поощрять граждан за ценную информацию! <br><br>Московская полиция обращается к горожанам! Если вы обладаете любой информацией о готовящихся или совершенных правонарушениях, просим сообщать по телефону «102» (c мобильных телефонов - 112). <br><br>Информацию также возможно предоставить, сохранив полную анонимность, через официальные аккаунты в социальных сетях ГУ МВД России по г. Москве. Граждане, предоставившие сведения, которые существенно помогли ходу расследования преступления и задержанию правонарушителя, будут поощрены, в том числе материально. <br><br> #МВД   #Петровка38   #Москва   #полиция   #новости   #заслон",mospolice
11051,"В ходе операции «Заслон» оперативники ВАО изъяли оружие и боеприпасы <br><br>В рамках операции «Заслон» сотрудники уголовного розыска УВД по ВАО ГУ МВД России по г. Москве обнаружили и изъяли в квартире у 39-летнего мужчины, расположенной на Главной улице, оружие и боеприпасы. <br> <br>Обыски проводились в ходе расследования уголовного дела, возбужденного ранее полицейскими ОМВД России по району Сокольники по признакам состава преступления, предусмотренного ст. 222 УК РФ «Незаконные приобретение, передача, сбыт, хранение, перевозка или ношение оружия, его основных частей, боеприпасов». <br> <br>Стражами порядка изъяты винтовка Маузер и два затвора к ней, две ствольные коробки винтовки Маузер, 2 травматических и 6 боевых патронов к ТТ, два затвора к винтовке Мосина. <br> <br>Мужчина привлечен к уголовной ответственности.<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон",mospolice
11052,"Участковые уполномоченные ОМВД по району Выхино-Жулебино задержали подозреваемого в организации незаконной миграции <br><br>В ходе проведения комплексной оперативно-профилактической операции «Заслон» участковые уполномоченные ОМВД России по району Выхино-Жулебино задержали подозреваемого в организации незаконной миграции. <br> <br>Установлено, что 43-летний москвич за денежное вознаграждение организовал проживание 13 уроженцев Средней Азии в подсобном помещении продуктового магазина, расположенного на Волгоградском проспекте. <br> <br>По данному факту возбуждено уголовное дело по признакам преступления, предусмотренного ст. 322.1 УК РФ «Организация незаконной миграции». В отношении подозреваемого избрана мера пресечения в виде подписки о невыезде. <br> <br>Задержанные иностранные граждане привлечены к административной ответственности по ст. 18.8 КоАП РФ «Нарушение иностранным гражданином или лицом без гражданства правил въезда в Российскую Федерацию либо режима пребывания (проживания) в Российской Федерации».<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон",mospolice
11053,"Московская полиция будет поощрять граждан за ценную информацию! <br> <br>Московская полиция обращается к горожанам! Если вы обладаете любой информацией о готовящихся или совершенных правонарушениях, просим сообщать по телефону «102» (c мобильных телефонов - 112). <br><br>Информацию также возможно предоставить, сохранив полную анонимность, через официальные аккаунты в социальных сетях ГУ МВД России по г. Москве. Граждане, предоставившие сведения, которые существенно помогли ходу расследования преступления и задержанию правонарушителя, будут поощрены, в том числе материально. <br> <br>#МВД #Петровка38 #Москва #полиция #новости #заслон",mospolice
11054,"Московская полиция будет поощрять граждан за ценную информацию!<br><br>Московская полиция обращается к горожанам! Если вы обладаете любой информацией о готовящихся или совершенных правонарушениях, просим сообщать по телефону «102» (c мобильных телефонов - 112). Информацию также возможно предоставить, сохранив полную анонимность, через официальные аккаунты в социальных сетях ГУ МВД России по г. Москве. Граждане, предоставившие сведения, которые существенно помогли ходу расследования преступления и задержанию правонарушителя, будут поощрены, в том числе материально. <br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон",mospolice
11055,"Полицейские ЮВАО ликвидировали притон для занятия проституцией <br><br>Сотрудники уголовного розыска УВД по ЮВАО столичной полиции в ходе проведения комплексной оперативно-профилактической операции «Заслон» обнаружили в помещении массажного салона, расположенного на Краснодонской улице, притон для занятия проституцией. <br><br>https://youtu.be/vlHO8R-bwv4<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #притон",mospolice
11056,"Задержан водитель такси, похищавший имущество клиентов при помощи медицинских препаратов <br> <br>«В рамках операции «Заслон» сотрудники МУРа задержали водителя такси, который, как полагает следствие, похищал ценные вещи и деньги клиентов, используя лекарственные средства», - сообщила руководитель пресс-службы ГУ МВД России по г. Москве Софья Хотина. <br> <br>Подозреваемый – 45-летний уроженец страны ближнего зарубежья. По предварительным данным, своих жертв мужчина находил возле баров и ресторанов, рассчитывая на то, что пассажир будет находиться в состоянии алкогольного опьянения. В дальнейшем водитель предлагал своим клиентам различные напитки, в которые заранее добавлял медицинский препарат, оказывающий действие снотворного. Пока пассажир был в бессознательном состоянии, мужчина похищал его ценные вещи. Затем водитель высаживал клиента, который продолжал находиться под действием препарата, возле дома и уезжал. <br> <br>Сотрудники полиции просят всех, кто пострадал от действий мужчины, обратиться по телефонам: 8 (495) 694-94-70; 8 (499) 124-47-01 или 102 (с мобильных телефонов – 112). <br> <br>Подробности: https://77.мвд.рф/news/item/8342606 <br> <br>#МВД #Петровка38 #Москва #полиция #новости #заслон #внимание",mospolice
11057,"Полицейские ЗАО задержали подозреваемого в разбойном нападении и грабеже, 5 лет скрывавшегося от правоохранительных органов <br><br>В рамках проведения оперативно-профилактической операции «Заслон» оперуполномоченные уголовного розыска УВД по ЗАО ГУ МВД России по г. Москве возле одного из домов по улице Профсоюзная задержали 22-летнего уроженца Закавказья, находящегося в федеральном розыске с 2011 года. <br> <br>Мужчина подозревается в совершении серии грабежей и разбойных нападений на территории Западного административного округа города Москвы, по которым были возбуждены уголовные дела по части 2 статьи 161(грабеж) и части 2 статьи 162 УК РФ (разбой). <br> <br>Сотрудники УВД по ЗАО обращаются ко всем гражданам, пострадавшим от противоправных действий задержанного, с просьбой звонить по телефону: (499) 233-91-00 или в службу «102» (c мобильных телефонов – 112).<br><br>#МВД #Петровка38 #Москва #полиция #новости #заслон #зао",mospolice
